,m_id,m_dist,m_ang
TS_m,-5.551115123125783e-17,0.0,0.0
coef_No_Scal_No_Int,0.07553363860866355,-0.007409262108812507,-0.007409262108812507
coef_No_Scal,0.6624076379562124,-0.005645056124928649,-0.005645056124928649
coef,0.6346835677262996,-1.231539564999012,-1.231539564999012
