,k,x,reward,patch_label,regret,m,q,simul_id
366,5.0,[   2.          608.75949989 -177.89950168],0.0,non_Speaker,1.0,[ 0.00992549  0.09761633 -0.09285916],[ 1.06728733 13.2720848   6.92956241],26
8,0.0,[0. 0. 0.],0.0,CB,1.0,[-8.32667268e-17  2.22044605e-16  3.33066907e-16],[1.00000000e+00 3.25528813e+03 2.13454718e+03],26
18,4.0,[  2.         290.76396779 -11.77082956],0.0,non_Speaker,1.0,[ 0.50171302  3.11537243 -1.6809581 ],[1. 1. 1.],26
25,5.0,[   2.           43.11935611 -106.64239443],1.0,non_Speaker,0.0,[ 0.17659463 12.8808103  -0.88416196],[1. 1. 1.],26
35,3.0,[  2.         829.23887348  -3.54785879],0.0,non_Speaker,1.0,[ 0.00494212  0.07892134 -0.09287407],[ 1.02828633  9.5086216  13.67237398],26
39,5.0,[  2.         275.32855122  -7.99940911],0.0,non_Speaker,1.0,[ 0.00987114  0.09761309 -0.0928837 ],[ 1.06727336 13.27055276  6.93235714],26
43,2.0,[  3.          72.32496855 -73.41222187],0.0,Speaker,1.0,[-0.80906129  2.05589372 -1.63982883],[1. 1. 1.],26
52,2.0,[   3.          236.72578188 -162.97386632],0.0,Speaker,1.0,[ 1.67046824  2.55928841 -0.97109641],[1. 1. 1.],26
87,2.0,[   3.          498.33801879 -171.88854742],0.0,Speaker,1.0,[-0.79662048  2.85573774 -1.16132414],[1. 1. 1.],26
102,5.0,[  2.          56.92478508 -56.22321214],0.0,non_Speaker,1.0,[ 0.00986471  0.09760905 -0.09288848],[ 1.06727514 13.27132952  6.93244229],26
105,4.0,[   2.          548.48590295 -176.30851819],0.0,non_Speaker,1.0,[ 0.00826069  2.31435696 -1.20786149],[1. 1. 1.],26
123,3.0,[   2.          549.54900502 -176.21118747],0.0,non_Speaker,1.0,[ 0.00493914  0.07891835 -0.0928749 ],[ 1.02828709  9.50870369 13.66853761],26
191,5.0,[   2.         305.4925962 -178.2525844],1.0,non_Speaker,0.0,[ 0.00987085  0.09760972 -0.09288273],[ 1.06732417 13.30804265  6.96803903],26
354,2.0,[  3.         870.33321946  -4.5020392 ],0.0,Speaker,1.0,[ 0.00453053  0.06871625 -0.08117223],[ 1.06734303 20.36961921 18.28390488],26
374,5.0,[   2.          361.97957457 -174.56016017],0.0,non_Speaker,1.0,[ 0.00986723  0.09760971 -0.09288775],[ 1.06731905 13.30714628  6.96751101],26
11,0.0,[0. 0. 0.],0.0,CB,1.0,[ 5.55111512e-17  0.00000000e+00 -5.55111512e-17],[1.00000000e+00 3.25528813e+03 2.13454718e+03],26
16,5.0,[   2.          579.60139825 -173.92760513],1.0,non_Speaker,0.0,[ 0.00987059  0.09761358 -0.09288332],[ 1.0673175  13.30643574  6.9674424 ],26
31,5.0,[  2.         846.56301056  -2.66182647],0.0,non_Speaker,1.0,[ 0.00992171  0.09762815 -0.0928953 ],[ 1.06727518 13.2972551   6.96352357],26
34,3.0,[  2.         572.07191895  -4.04110963],0.0,non_Speaker,1.0,[ 0.00494748  0.07892315 -0.09287438],[ 1.02828278  9.50705041 13.66711227],26
40,3.0,[  2.         571.07440956  -4.04818009],0.0,non_Speaker,1.0,[ 0.00493186  0.07891791 -0.09288526],[ 1.02827681  9.50592015 13.66143467],26
51,5.0,[  2.          41.27841706 -64.68243684],1.0,non_Speaker,0.0,[ 0.00975706  0.09762349 -0.09288717],[ 1.06731148 13.30445031  6.9668623 ],26
57,3.0,[  2.         319.95046608  -6.87810196],1.0,non_Speaker,0.0,[ 0.00494089  0.07891659 -0.09286979],[ 1.02828998  9.50716157 13.66406233],26
79,4.0,[   2.          832.63695387 -176.81139657],0.0,non_Speaker,1.0,[ 0.00108121  0.03470309 -0.0528753 ],[ 1.01321951 40.50585662 22.91827752],26
87,2.0,[   3.          516.44043896 -171.95065293],0.0,Speaker,1.0,[ 0.00490493  0.0686923  -0.08117673],[ 1.06733436 20.36892179 18.27835086],26
95,3.0,[   2.          828.1309298  -176.23950721],0.0,non_Speaker,1.0,[ 0.00496414  0.07887653 -0.09289442],[ 1.0282991   9.51291288 13.6590779 ],26
102,3.0,[  2.          31.03589448 -77.62816564],1.0,non_Speaker,0.0,[ 0.0049457   0.07892893 -0.0928667 ],[ 1.02828172  9.50390963 13.66208381],26
128,5.0,[  2.          44.63188332 -12.04332182],0.0,non_Speaker,1.0,[ 0.00985326  0.09760517 -0.09309164],[ 1.06719366 13.30848306  7.04147348],26
134,3.0,[   2.          303.52318474 -178.05272032],0.0,non_Speaker,1.0,[-0.15134756  3.18386438 -1.65255951],[1. 1. 1.],26
149,4.0,[  2.         566.73131189   0.9791906 ],0.0,non_Speaker,1.0,[ 0.50304857  2.98515499 -1.63846203],[1. 1. 1.],26
156,5.0,[  2.         508.760767     1.20341778],0.0,non_Speaker,1.0,[ 0.00985406  0.09760638 -0.0930901 ],[ 1.07591038 17.6493766   7.35755866],26
166,3.0,[  2.         216.12293776  -3.79715899],1.0,non_Speaker,0.0,[ 0.00492285  0.078792   -0.09312518],[ 1.02826837  9.50813557 13.72764804],26
174,2.0,[   3.          222.6556792  -167.46740375],1.0,Speaker,0.0,[ 0.00449573  0.06890038 -0.07918594],[ 1.0687184  21.06500458 18.22180339],26
178,5.0,[ 2.00000000e+00  5.03649562e+02 -1.49759698e-01],0.0,non_Speaker,1.0,[ 0.00984733  0.0976065  -0.0930838 ],[ 1.07591874 17.65108937  7.3583915 ],26
218,3.0,[  2.         597.30827373  -5.40996102],0.0,non_Speaker,1.0,[ 0.0049343   0.07887376 -0.09307624],[ 1.02824527  9.49582173 13.73544412],26
233,2.0,[  3.         513.12243344  -5.6272863 ],1.0,Speaker,0.0,[ 0.00449953  0.06901488 -0.07878808],[ 1.06899232 21.16467251 18.13733664],26
292,4.0,[   2.          240.10807346 -169.85017954],1.0,non_Speaker,0.0,[ 0.0446681   2.97149397 -1.25194098],[1. 1. 1.],26
297,5.0,[   2.          636.96333385 -175.92032601],0.0,non_Speaker,1.0,[ 0.00984785  0.09760355 -0.09309333],[ 1.07591283 17.65040715  7.35767424],26
331,3.0,[   2.          238.80669153 -173.67350313],0.0,non_Speaker,1.0,[ 0.0049532   0.07887059 -0.09305993],[ 1.02826459  9.50122232 13.74782923],26
341,3.0,[  2.         249.61285203 -10.22622227],0.0,non_Speaker,1.0,[ 0.00493405  0.07887202 -0.09307162],[ 1.02825182  9.49772153 13.73937374],26
40,0.0,[0. 0. 0.],0.0,CB,1.0,[ 2.77555756e-17  1.11022302e-16 -3.46944695e-18],[1.00000000e+00 2.47031129e+03 1.47567039e+03],26
42,5.0,[  2.          40.37722687 -64.0800862 ],1.0,non_Speaker,0.0,[ 0.00985227  0.09760658 -0.09309014],[ 1.07591018 17.64930623  7.35754293],26
78,4.0,[   2.          541.84965806 -175.73324377],0.0,non_Speaker,1.0,[ 0.00115341  0.03472273 -0.05287909],[ 1.0131922 40.3401527 22.8854332],26
106,3.0,[   2.          258.89859208 -169.24451265],0.0,non_Speaker,1.0,[-0.23584523  2.86985321 -1.89286208],[1. 1. 1.],26
148,3.0,[   2.          304.49306276 -178.24684652],0.0,non_Speaker,1.0,[ 0.00492545  0.07887387 -0.093087  ],[ 1.02823414  9.49288494 13.72784546],26
159,3.0,[  2.         220.7782538   -5.80104946],1.0,non_Speaker,0.0,[ 0.00493942  0.07887388 -0.09307691],[ 1.02824415  9.49553748 13.73478305],26
197,2.0,[  3.         297.64279117  -4.68609952],0.0,Speaker,1.0,[ 0.00450115  0.06901316 -0.07878795],[ 1.06897869 21.16232041 18.1077385 ],26
215,5.0,[   2.           46.51096346 -145.54271451],0.0,non_Speaker,1.0,[ 0.00983184  0.09759509 -0.09332362],[ 1.07575657 17.64120757  7.43849457],26
224,3.0,[   2.           56.9037921  -103.57089734],0.0,non_Speaker,1.0,[ 0.00493321  0.07887461 -0.09307652],[ 1.02824428  9.49593206 13.73497882],26
230,5.0,[   2.          686.5201876  -178.72165898],0.0,non_Speaker,1.0,[ 0.00983161  0.09759571 -0.09332337],[ 1.07575573 17.64093438  7.43858296],26
261,3.0,[   2.          248.22386648 -163.78471004],0.0,non_Speaker,1.0,[ 0.83662091  2.49674809 -2.29504148],[1. 1. 1.],26
270,5.0,[  2.         343.03536339 176.37577122],0.0,non_Speaker,1.0,[-1.7942893   3.60562962 -0.22158604],[1. 1. 1.],26
302,2.0,[  3.         588.63580457  -4.70812873],1.0,Speaker,0.0,[-0.04450511  3.25181377 -1.48706021],[1. 1. 1.],26
316,3.0,[   2.          522.2433049  -172.15170902],0.0,non_Speaker,1.0,[ 0.00494022  0.07887161 -0.0930779 ],[ 1.02824673  9.49768021 13.73902936],26
326,3.0,[  2.          51.23164426 -79.14561405],0.0,non_Speaker,1.0,[ 0.00491401  0.07886157 -0.09308718],[ 1.02824745  9.49875606 13.73633066],26
353,3.0,[  2.         257.04035784 -10.60673444],0.0,non_Speaker,1.0,[ 0.00493577  0.07887563 -0.09307511],[ 1.02827022  9.51293611 13.77728985],26
11,0.0,[0. 0. 0.],0.0,CB,1.0,[ 2.22044605e-16 -1.11022302e-16 -2.77555756e-17],[1.00000000e+00 2.47031129e+03 1.47567039e+03],26
34,0.0,[  0.         154.95086476 144.89448141],0.0,CB,1.0,[-3.33066907e-16 -2.22044605e-16 -2.77555756e-16],[1.00000000e+00 2.47031129e+03 1.47567039e+03],26
41,3.0,[  2.         571.07440956  -4.04818009],0.0,non_Speaker,1.0,[ 0.00493557  0.07887528 -0.09306296],[ 1.02827481  9.51222372 13.76617977],26
122,5.0,[  2.          46.33788425 -25.99920992],0.0,non_Speaker,1.0,[ 0.00983155  0.09759525 -0.0933232 ],[ 1.07575692 17.64379077  7.43935208],26
137,5.0,[  2.         287.19357891   3.53043643],0.0,non_Speaker,1.0,[ 0.00983182  0.09759614 -0.09332262],[ 1.07779214 18.73648928  7.783393  ],26
154,4.0,[   2.          345.68996963 -177.46072534],0.0,non_Speaker,1.0,[ 0.00111017  0.03544138 -0.04915114],[ 1.01394205 33.44362646 23.8641445 ],26
166,3.0,[  2.         216.12293776  -3.79715899],1.0,non_Speaker,0.0,[ 0.00493567  0.07887486 -0.09306049],[ 1.02827784  9.51306955 13.76810917],26
179,1.0,[  1.          52.78969572 -21.13304259],0.0,STS,1.0,[-1.38777878e-17 -1.11022302e-16 -1.11022302e-16],[1.03932239e+00 7.78943131e+03 8.32316950e+02],26
186,3.0,[  2.         295.22471352 -15.38266622],0.0,non_Speaker,1.0,[ 0.00493658  0.07887714 -0.09306008],[ 1.02827615  9.51251019 13.76761888],26
209,2.0,[  3.         851.02502309  -1.70443879],0.0,Speaker,1.0,[-0.51502403  3.78905388 -0.87071492],[1. 1. 1.],26
214,3.0,[  2.         319.95007745  -6.87786114],1.0,non_Speaker,0.0,[ 0.00493636  0.07887496 -0.09306041],[ 1.02823245  9.49848358 13.68491502],26
220,2.0,[  3.         515.01611602  -5.49475412],0.0,Speaker,1.0,[ 0.00445162  0.06942027 -0.07724044],[ 1.06949055 21.49981436 17.94503421],26
246,4.0,[   2.           52.6062344  -122.61138174],1.0,non_Speaker,0.0,[ 0.00110723  0.03543849 -0.04915511],[ 1.01394102 33.45717715 23.85993432],26
252,2.0,[  3.         274.35177298 -15.28292446],0.0,Speaker,1.0,[ 0.00443964  0.06941659 -0.07722013],[ 1.06956744 21.52096456 17.96792306],26
258,5.0,[   2.          359.34732102 -172.5951533 ],0.0,non_Speaker,1.0,[ 0.00983199  0.09759552 -0.09332337],[ 1.07779242 18.73666329  7.78339527],26
281,3.0,[  2.          14.14853324 -41.1702268 ],0.0,non_Speaker,1.0,[-0.45998498  3.09338545 -1.41192239],[1. 1. 1.],26
299,2.0,[  3.         874.26104595  -7.05081497],1.0,Speaker,0.0,[ 0.00463994  0.06943336 -0.07735053],[ 1.06907338 21.38321178 17.82050027],26
307,3.0,[   2.          500.52900181 -176.06913637],0.0,non_Speaker,1.0,[ 0.00492716  0.07887066 -0.09306994],[ 1.04294613 10.23273909 19.91325833],26
320,2.0,[  3.          70.06222659 -59.41522321],0.0,Speaker,1.0,[ 0.00447209  0.06941969 -0.07723724],[ 1.06949762 21.49944959 17.94750761],26
324,4.0,[   2.           45.03938575 -105.91183903],1.0,non_Speaker,0.0,[ 0.00110561  0.03509674 -0.0507965 ],[ 1.01334677 34.5987332  23.72208181],26
338,2.0,[  3.         537.56099545  -4.83563045],0.0,Speaker,1.0,[-0.98722373  0.14495879 -1.15565631],[1. 1. 1.],26
369,3.0,[  2.         260.1735224  -10.70158672],1.0,non_Speaker,0.0,[ 0.00493623  0.07887498 -0.09306036],[ 1.04184066  9.4045671  19.57784932],26
8,0.0,[0. 0. 0.],0.0,CB,1.0,[-4.16333634e-17 -8.32667268e-17  2.77555756e-17],[1.00000000e+00 3.41443277e+03 2.30122073e+03],26
12,3.0,[  2.          82.41661963 -62.81869127],1.0,non_Speaker,0.0,[ 0.00493494  0.07887525 -0.09306043],[ 1.04184037  9.4044893  19.5777213 ],26
19,5.0,[   2.          580.59579691 -173.93804446],1.0,non_Speaker,0.0,[ 0.00983189  0.09759502 -0.09332354],[ 1.07779323 18.7369314   7.78345993],26
23,5.0,[   2.           43.41632656 -107.90689958],1.0,non_Speaker,0.0,[ 0.00983239  0.09759466 -0.09332431],[ 1.07779293 18.73693028  7.78341179],26
33,2.0,[  3.         272.83177141 -16.46150115],1.0,Speaker,0.0,[ 0.93712394  0.05308308 -2.45979693],[1. 1. 1.],26
44,2.0,[  3.          72.61677705 -72.65602026],0.0,Speaker,1.0,[ 0.43378936  3.51092238 -0.08245277],[1. 1. 1.],26
50,1.0,[  1.         333.85422058  88.9081615 ],0.0,STS,1.0,[-2.77555756e-17  5.55111512e-17 -6.93889390e-18],[1.07864477e+00 7.89901305e+03 8.49878544e+02],26
54,3.0,[  2.         319.95046608  -6.87810196],1.0,non_Speaker,0.0,[ 0.00502322  0.07888739 -0.09311963],[ 1.0417251   9.39414861 19.49900478],26
64,4.0,[   2.          810.72968152 -176.65435248],0.0,non_Speaker,1.0,[ 0.00110317  0.03509742 -0.05079755],[ 1.01334506 34.59344072 23.71920697],26
77,3.0,[  2.          33.3704627  -27.32142945],1.0,non_Speaker,0.0,[ 0.00493404  0.07889328 -0.09306146],[ 1.04181961  9.41040785 19.55434338],26
85,5.0,[   2.          266.58020992 -169.77676348],0.0,non_Speaker,1.0,[ 0.00982667  0.09760335 -0.09331949],[ 1.07778346 18.73361013  7.78642164],26
87,3.0,[   2.          827.06802242 -176.30409033],0.0,non_Speaker,1.0,[ 0.00539955  0.08714821 -0.09278477],[ 1.04272442  9.86119814 17.54433604],26
93,2.0,[   3.          515.03705461 -172.26552115],0.0,Speaker,1.0,[ 0.65115964  2.35373927 -0.43781001],[1. 1. 1.],26
99,5.0,[  2.          20.63819441 -17.82169036],0.0,non_Speaker,1.0,[ 0.00983104  0.09759255 -0.09333067],[ 1.07779064 18.73714575  7.7867137 ],26
113,5.0,[  2.         293.65634405  -4.74985946],0.0,non_Speaker,1.0,[ 0.00983191  0.09759235 -0.0933301 ],[ 1.12511784 23.77687003 11.54466607],26
117,4.0,[ 2.00000000e+00  5.56664577e+02 -4.44282154e-01],0.0,non_Speaker,1.0,[ 0.00110359  0.03509839 -0.05079529],[ 1.01309486 30.71069258 23.71978109],26
127,2.0,[  3.          34.16256729 -66.44642042],1.0,Speaker,0.0,[ 0.00433183  0.0649077  -0.07820553],[ 1.07692814 23.72645063 19.74262101],26
132,5.0,[  2.         288.25478125   3.7165875 ],0.0,non_Speaker,1.0,[ 1.19539932  3.54986335 -1.29969024],[1. 1. 1.],26
137,2.0,[  3.          52.35157174 -42.41753138],1.0,Speaker,0.0,[ 0.00436845  0.06453948 -0.07979475],[ 1.07580112 23.11476662 19.72636879],26
142,2.0,[  3.          39.87084583 -80.40104411],1.0,Speaker,0.0,[ 1.82486972  2.33701651 -0.82293605],[1. 1. 1.],26
148,3.0,[   2.          365.52572038 -178.22602105],0.0,non_Speaker,1.0,[ 0.00539864  0.08714211 -0.09278391],[ 1.0427287   9.85818483 17.54172228],26
155,5.0,[  2.         508.760767     1.20341778],0.0,non_Speaker,1.0,[ 0.01070761  0.09752003 -0.0937636 ],[ 1.12426212 23.63735059 11.46069237],26
161,5.0,[  2.         505.76143262   1.21055551],0.0,non_Speaker,1.0,[ 0.00983747  0.09759426 -0.09332874],[ 1.12511383 23.77575013 11.54436659],26
171,3.0,[  2.          35.50203246 -84.09553671],0.0,non_Speaker,1.0,[-0.91189452  3.23945742 -0.15918606],[1. 1. 1.],26
183,3.0,[  2.         194.3053475   -7.48529572],0.0,non_Speaker,1.0,[ 0.00539202  0.08714282 -0.09278712],[ 1.04276334  9.86973245 17.60954091],26
195,2.0,[  3.         826.83801225  -3.07229391],0.0,Speaker,1.0,[-0.35285175  3.46138489 -0.3192716 ],[1. 1. 1.],26
211,4.0,[  2.         587.77126705  -3.54199943],0.0,non_Speaker,1.0,[ 0.0915552   3.13522806 -0.71316589],[1. 1. 1.],26
240,2.0,[  3.         511.22989315  -5.76096072],0.0,Speaker,1.0,[ 0.00444686  0.06740308 -0.07880937],[ 1.07175903 21.9814404  18.66068605],26
245,5.0,[   2.          637.03525835 -175.83061258],0.0,non_Speaker,1.0,[ 0.00983182  0.09759232 -0.09332824],[ 1.12512169 23.77756263 11.54504161],26
253,3.0,[  2.          63.6607412  -84.00530753],0.0,non_Speaker,1.0,[ 2.39008417  1.79262153 -0.94120637],[1. 1. 1.],26
258,4.0,[  2.        266.7136625  -8.6932999],0.0,non_Speaker,1.0,[ 0.00110308  0.03509644 -0.05079602],[ 1.01208626 18.7610509  23.72058873],26
265,2.0,[ 3.00000000e+00  5.52664463e+02 -4.47354637e-01],0.0,Speaker,1.0,[ 0.00444634  0.06740396 -0.07880932],[ 1.07175613 21.98053429 18.66006774],26
270,3.0,[  2.          14.77262609 -75.70109342],1.0,non_Speaker,0.0,[ 0.00539706  0.08714274 -0.09278231],[ 1.04277391  9.87460922 17.61937268],26
273,5.0,[   2.          300.34948854 -179.93974547],0.0,non_Speaker,1.0,[ 0.0098322   0.09759375 -0.09332897],[ 1.125116   23.77625383 11.5445431 ],26
278,3.0,[   2.           46.52994559 -114.57552555],1.0,non_Speaker,0.0,[ 0.00540077  0.08660096 -0.09381369],[ 1.04229514  9.77207559 17.70697083],26
300,4.0,[  2.         249.37863631  -6.75089174],0.0,non_Speaker,1.0,[ 0.00110267  0.03509495 -0.0507964 ],[ 1.01220707 20.89895958 23.72390646],26
306,5.0,[   2.          846.35581793 -179.77552557],0.0,non_Speaker,1.0,[ 0.00983024  0.09759011 -0.09333061],[ 1.12512369 23.77837839 11.54514338],26
312,3.0,[   2.          522.38079478 -172.04305432],0.0,non_Speaker,1.0,[ 0.00537064  0.08659812 -0.09382723],[ 1.04228077  9.77007904 17.70055804],26
323,3.0,[   2.           77.47400888 -119.67208986],0.0,non_Speaker,1.0,[ 0.0053753   0.08661016 -0.09380277],[ 1.04230471  9.77331145 17.7161427 ],26
327,2.0,[  3.         537.0894129   -4.19780896],0.0,Speaker,1.0,[ 0.00445838  0.06741183 -0.07880536],[ 1.06276179 18.75689928 17.69420095],26
335,2.0,[  3.         536.39969093  -4.63190881],0.0,Speaker,1.0,[ 0.00444108  0.06740908 -0.07880673],[ 1.06276959 18.7593688  17.69577441],26
342,4.0,[   2.           45.03938575 -105.91183903],1.0,non_Speaker,0.0,[ 0.56988093  2.88308284 -0.76685174],[1. 1. 1.],26
350,2.0,[  3.         538.81458266  -6.21321456],0.0,Speaker,1.0,[ 0.70923343  3.45648794 -0.54794289],[1. 1. 1.],26
360,2.0,[  3.         545.1583482   -8.15339643],0.0,Speaker,1.0,[ 0.00444647  0.06740413 -0.07880912],[ 1.06277699 18.76193587 17.69685454],26
368,2.0,[  3.         297.045238   -11.91270803],0.0,Speaker,1.0,[ 1.76195886  3.27976263 -0.93015971],[1. 1. 1.],26
373,3.0,[  2.          38.45892902 -94.99938519],1.0,non_Speaker,0.0,[ 0.0053943   0.08660055 -0.09381584],[ 1.04229369  9.77218923 17.7083875 ],26
380,5.0,[   2.          624.36423912 -179.60394512],0.0,non_Speaker,1.0,[ 0.00983544  0.09758791 -0.09332243],[ 1.12514532 23.78266587 11.54718952],26
10,0.0,[0. 0. 0.],0.0,CB,1.0,[ 1.38777878e-16 -2.77555756e-17 -3.46944695e-18],[1.00000000e+00 3.41443277e+03 2.30122073e+03],26
20,3.0,[  2.          82.86031646 -63.74971471],0.0,non_Speaker,1.0,[ 0.0053717   0.08658666 -0.09384385],[ 1.04227513  9.76923219 17.70942569],26
36,3.0,[  2.         846.51715902  -2.59421535],0.0,non_Speaker,1.0,[ 0.63107939  2.24273406 -1.60096793],[1. 1. 1.],26
40,2.0,[  3.          70.55994152 -75.51276125],0.0,Speaker,1.0,[ 0.00444527  0.06740347 -0.07881023],[ 1.06277609 18.76180201 17.69633939],26
53,4.0,[   2.          540.8524347  -175.72536211],0.0,non_Speaker,1.0,[ 0.00114245  0.0345816  -0.05386682],[ 1.01160917 25.21998241 22.9445932 ],26
60,2.0,[   3.          500.7472953  -171.58126985],0.0,Speaker,1.0,[ 0.00444684  0.06740617 -0.07881033],[ 1.06287521 18.81889254 17.7626242 ],26
67,3.0,[  2.          51.71125712 -58.98115764],1.0,non_Speaker,0.0,[ 0.00539667  0.08668567 -0.09379306],[ 1.04224578  9.76096542 17.71855773],26
73,2.0,[   3.          516.08620358 -175.29676508],0.0,Speaker,1.0,[ 0.00444606  0.06740898 -0.07880905],[ 1.0628703  18.81724047 17.76180353],26
78,5.0,[   2.          266.7595091  -169.56538859],0.0,non_Speaker,1.0,[ 0.00983329  0.09758742 -0.09333685],[ 1.12511825 23.77795689 11.54451106],26
87,3.0,[   2.          828.75736405 -176.65795946],0.0,non_Speaker,1.0,[ 0.00541179  0.08662508 -0.09395514],[ 1.04204585  9.77165791 17.52257864],26
92,5.0,[  2.          56.3749543  -57.06802946],1.0,non_Speaker,0.0,[-0.27254905  2.77801148 -1.86883893],[1. 1. 1.],26
110,3.0,[   2.          264.59245332 -177.54902583],0.0,non_Speaker,1.0,[ 0.0053904   0.08666526 -0.09389509],[ 1.04209505  9.77701347 17.5574124 ],26
117,3.0,[   2.          306.52415636 -178.07144996],0.0,non_Speaker,1.0,[ 0.00538867  0.08666505 -0.0939039 ],[ 1.04208195  9.77462338 17.55039406],26
135,5.0,[  2.         288.25592987   3.71706664],0.0,non_Speaker,1.0,[ 0.00982262  0.09763587 -0.09338165],[ 1.12493282 23.76096847 11.55839873],26
138,2.0,[  3.          53.33223756 -38.65462508],1.0,Speaker,0.0,[-0.67645553  0.12098119  0.2977645 ],[  1.04593905 540.46355093  65.18679678],26
152,5.0,[2.00000000e+00 5.29669271e+02 5.06798444e-01],0.0,non_Speaker,1.0,[ 1.08725897  3.03590821 -1.13368326],[1. 1. 1.],26
167,2.0,[   3.           31.26857413 -125.93876061],1.0,Speaker,0.0,[-0.99213099  3.31951638 -1.30022147],[1. 1. 1.],26
172,5.0,[ 2.00000000e+00  5.03653169e+02 -2.63519771e-01],0.0,non_Speaker,1.0,[ 0.00981995  0.09763672 -0.09338037],[ 1.12493352 23.76092506 11.55849443],26
177,2.0,[   3.           43.86219097 -119.12790502],0.0,Speaker,1.0,[ 1.32570141  0.16857888 -1.69030941],[1. 1. 1.],26
186,2.0,[  3.         830.40088044  -2.43740184],0.0,Speaker,1.0,[ 0.00470403  0.07098016 -0.07760418],[ 1.05924841 17.73427598 16.30325843],26
194,2.0,[  3.         839.920109    -1.45418643],0.0,Speaker,1.0,[ 0.00456819  0.07095158 -0.07756991],[ 1.05944805 17.78978367 16.35875417],26
200,2.0,[  3.         831.03354864  -1.74571711],0.0,Speaker,1.0,[-0.00211773  0.12391459  0.37174038],[5.20360216e+00 1.24303687e+05 1.37853031e+04],26
210,2.0,[  3.         843.12400613  -1.92438893],0.0,Speaker,1.0,[ 0.00456393  0.07093492 -0.07758327],[ 1.0594617  17.7953792  16.35865861],26
217,2.0,[  3.         840.27122005  -2.20402596],0.0,Speaker,1.0,[ 0.00457054  0.07095017 -0.0775706 ],[ 1.05944991 17.79042535 16.35900676],26
